resource,consumer,Prey group,Reference,URL/DOI,Observation
Nacella deaurata,Elminius kingii,Cirripedia,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella deaurata,Arachnida indet,Arachnida,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella deaurata,Halirytus magellanicus,Insecta,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Bivalvia,Bivalvia,Andrade C & Brey T (2014),https://www.scielo.cl/scielo.php?pid=S0718-686X2014000200006&script=sci_abstract&tlng=en,Gut content (seasonal sampling)
Nacella magellanica,Forams,Forams,Andrade C & Brey T (2014),https://www.scielo.cl/scielo.php?pid=S0718-686X2014000200006&script=sci_abstract&tlng=en,Gut content
Nacella magellanica,Red algae,Red algae,Andrade C & Brey T (2014),https://www.scielo.cl/scielo.php?pid=S0718-686X2014000200006&script=sci_abstract&tlng=en,Gut content
Nacella magellanica,Green algae,Green algae,Andrade C & Brey T (2014),https://www.scielo.cl/scielo.php?pid=S0718-686X2014000200006&script=sci_abstract&tlng=en,Gut content
Nacella magellanica,Miscellaneus,Miscellaneus,Andrade C & Brey T (2014),https://www.scielo.cl/scielo.php?pid=S0718-686X2014000200006&script=sci_abstract&tlng=en,Gut content
Nacella magellanica,Chroococcus sp.,Microalgae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content
Nacella magellanica,Oscillatoria sp.,Cyanobacteria,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Melosira sp.,Microalgae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Coscinodiscus sp.,Plankton diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Biddulphia sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Pinnularia sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Navicula sp.,Plankton diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Gyrosigma sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Diploneis sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Plagiotropis sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Cocconeis sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Surirella sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Gomphonema sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Cymbella sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Licmophora sp,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Amphora sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Cylindrotheca sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Nitzschia sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Achnanthes sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Rhabdonema sp.,Plankton diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Grammatophora sp.,Benthic diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Fragilaria sp.,Plankton diatom,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Dinophysis sp.,Miozoa,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Prorocentrum sp.,Miozoa,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Spongomorpha pacifica,Green algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Ulothrix sp.,Green algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Ulva lactuca,Green algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Ulva prolifera,Green algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Ulva sp.,Green algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Rhizoclonium sp.,Green algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Ectocarpus siliculosus,Brown algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Caepidium antarcticum,Brown algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Adenocystis utricularis,Brown algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Scytosiphon lomentaria,Brown algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Halopteris funnicularis,Brown algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Macrocystis pyrifera,Brown algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Acrochaetium sp.,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Nothogenia fastigiata,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Iridaea chordata,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Sarcothalia crispata,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Mazzaella laminaroides,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Grateloupia sp,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Heterosiphonia sp.,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Polysiphonia sp.,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Pterosiphonia sp.,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Ballia callitricha,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Bostrychia sp.,Red algae,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Forams,Foraminifera,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Margarella violacea,Gastropoda,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Laevilitorina caliginosa,Gastropoda,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Onchidella marginata,Gastropoda,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Mytilus platensis,Bivalvia,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Lasaea sp.,BIvalvia,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Ostracods,Ostracoda,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Notochthamalus scabrosus,Cirripedia,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Elminius kingii,Cirripedia,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Arachnida indet,Arachnida,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Nacella magellanica,Halirytus magellanicus,Insecta,Rosenfeld et al. (2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5904503/,Gut content (seasonal sampling)
Oncorhynchus tschawytscha,Munida gregaria,Benthic decapoda,Hüne et al. (2018),https://polarresearch.net/index.php/polar/article/view/2632/6024,Gut content (seasonal sampling)
Ophiactis asperula,Phytodetritus,Phytodetritus,Rivera (pers. Comm),,Stomach content
Ophiuroglypha lymani,Phytodetritus,Phytodetritus,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/972,Stomach content
Ophiuroglypha lymani,Crustaceans,Crustacea,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/973,Stomach content
Ophiuroglypha lymani,Fecal pellets,Fecal pellets,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/974,Stomach content
Ophiuroglypha lymani,Detritus,Detritus,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/975,Stomach content
Ophiuroglypha lymani,Sediment,Sediment,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/976,Stomach content
Ophiuroglypha lymani,Macroalgae,Macroalgae,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/977,Stomach content
Ophiuroglypha lymani,Bivalves,BIvalvia,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/978,Stomach content
Ophiuroglypha lymani,Bryozoans,Bryozoa,Dahm (1999),https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/930/979,Stomach content
Otaria byronia,Munida gregaria,Benthic decapoda,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12379,Stomach content
Otaria byronia,Oncorhynchus mykiss,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12380,"SIA (skin, muscle)"
Otaria byronia,Oncorhynchus kisutch,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12381,"SIA (skin, muscle)"
Otaria byronia,Salmo salar,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12382,"SIA (skin, muscle)"
Otaria byronia,Eleginops maclovinus,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12383,"SIA (skin, muscle)"
Otaria byronia,Mustelus mento,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12384,"SIA (skin, muscle)"
Otaria byronia,Thyrsites atun,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12385,"SIA (skin, muscle)"
Otaria byronia,Paralabrax humeralis,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12386,"SIA (skin, muscle)"
Otaria byronia,Odontesthes regia,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12387,"SIA (skin, muscle)"
Otaria byronia,Sprattus fuegensis,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12388,"SIA (skin, muscle)"
Otaria byronia,Trachurus murphyi,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12389,"SIA (skin, muscle)"
Otaria byronia,Merluccius australis,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12390,"SIA (skin, muscle)"
Otaria byronia,Cilus gilberti,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12391,"SIA (skin, muscle)"
Otaria byronia,Genypterus spp.,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12392,"SIA (skin, muscle)"
Otaria byronia,Callorhinchus callorhynchus,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12393,"SIA (skin, muscle)"
Otaria byronia,Pinguipes chilensis,Pisces,Sepúlveda et al. (2016),https://onlinelibrary.wiley.com/doi/full/10.1111/mms.12394,"SIA (skin, muscle)"
Pagurus sp.,Detritus,Detritus,C. Andrade (pers. comm.),,"SIA (skin, muscle)"
Paraeuthria fuscata,Detritus,Detritus,Andrade C (2009),,In situ observation
Patagonotothen cornucola,Munida gregaria,Benthic decapoda,Hüne et al. (2018),https://polarresearch.net/index.php/polar/article/view/2632/6022,In situ observation
Patagonotothen cornucola,Unidentified fish,Pisces,Hüne et al. (2018),https://polarresearch.net/index.php/polar/article/view/2632/6023,Stomach content
Patagonotothen tessellata,Platynereis australis,Polychaeta,Hüne & Vega (2015),https://link.springer.com/article/10.1007/s00300-015-1726-8,Stomach content
Patagonotothen tessellata,Gammaridae,Amphipoda,Hüne & Vega (2015),https://link.springer.com/article/10.1007/s00300-015-1726-9,Stomach content
Patagonotothen tessellata,Ostracods,Ostracoda,Hüne & Vega (2015),https://link.springer.com/article/10.1007/s00300-015-1726-10,Stomach content
Patagonotothen tessellata,Rhizoclonium sp,Microalgae,Hüne & Vega (2015),https://link.springer.com/article/10.1007/s00300-015-1726-11,Stomach content
Patagonotothen tessellata,Polysiphonia sp.,Red algae,Hüne & Vega (2015),https://link.springer.com/article/10.1007/s00300-015-1726-12,Stomach content
Patagonotothen tessellata,Chironomidae,Insecta,Hüne & Vega (2015),https://link.springer.com/article/10.1007/s00300-015-1726-13,Stomach content
Patagonotothen tessellata,Austroregia sp.,Amphipoda,Hüne et al. (2018),https://polarresearch.net/index.php/polar/article/view/2632/6020,Stomach content
Patagonotothen tessellata,Munida gregaria,Benthic decapoda,Hüne et al. (2018),https://polarresearch.net/index.php/polar/article/view/2632/6021,Stomach content
Patagonotothen tessellata (larvae),Bivalvia larva,Bivalvia,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Stomach content
Patagonotothen tessellata (larvae),Pluteus larva,Echinodermata,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Copepod egg,Copepoda,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Copepod nauplius,Copepoda,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Calanoid copepodite,Copepoda,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Aetideus arcuatus,Copepoda,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Calanoides patagoniensis,Copepoda,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Calanus simillimus,Copepoda,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Paracalanus indicus,Copepoda,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Patagonotothen tessellata (larvae),Chitinous remains,-,Salas-Berrios et al. (2013),https://link.springer.com/article/10.1007/s00300-013-1359-8,Gut content
Plaxiphora aurata,Phytodetritus,Phytodetritus,C. Andrade (pers. comm.),,Gut content
Plaxiphora aurata,Diatoms,Benthic diatom,C. Andrade (pers. comm.),,
Pseudorca crassidens,Squid,Cephalopoda,Haro et al. (2015),https://www.scielo.cl/scielo.php?pid=S0718-19572015000100013&script=sci_arttext&tlng=pt,
Pseudorca crassidens,Martialia hyadesii,Cephalopoda,Alonso & Pedraza (1999),https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1748-7692.1999.tb00838.x,Stomach content
Pseudorca crassidens,Illex argentinus,Cephalopoda,Alonso & Pedraza (1999),https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1748-7692.1999.tb00838.x,Stomach content
Pseudorca crassidens,Macruronus magellanicus,Pisces,Alonso & Pedraza (1999),https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1748-7692.1999.tb00838.x,Stomach content
Salilota australis,Munida gregaria,Benthic decapoda,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Salilota australis,Austrolycus depressiceps,Pisces,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Salilota australis,Patagonotothen cornucola,Pisces,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Spheniscus magellanicus,Sprattus fuegensis,Pisces,Almonacid (2018),http://www.aveschile.cl/wp-content/uploads/2019/01/2_Almonacid_Vol.24-1-2018-RChO_dieta-pinguinos.pdf,Stomach content
Spheniscus magellanicus,Patagonotothen wiltoni,Pisces,Almonacid (2018),http://www.aveschile.cl/wp-content/uploads/2019/01/2_Almonacid_Vol.24-1-2018-RChO_dieta-pinguinos.pdf,Stomach content
Spheniscus magellanicus,Doryteuthis  gahi,Cephalopoda,Almonacid (2018),http://www.aveschile.cl/wp-content/uploads/2019/01/2_Almonacid_Vol.24-1-2018-RChO_dieta-pinguinos.pdf,Stomach content
Sprattus fuegensis  ,Amphipoda,Amphipoda,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Sprattus fuegensis  ,Hyperiidea,Amphipoda,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Sprattus fuegensis  ,Mysida,Mysida,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Sprattus fuegensis  ,Calanoida,Copepoda,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Sprattus fuegensis  ,Harpacticoida,Copepoda,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Sprattus fuegensis  ,Megacalanus sp.,Copepoda,Haro D. (2019),https://repositorio.uchile.cl/handle/2250/187376,Stomach content
Sprattus fuegensis  ,Copepoda,Copepoda,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Isopoda,Isopoda,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Pseudonitzschia sp.,Plankton diatom,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Rhizosolenia sp.,Plankton diatom,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Chaetoceros sp.,Plankton diatom,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Centric diatoms,Diatoms,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Pennate diatoms,Diatoms,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Asterionellopsis sp.,Plankton diatom,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Sprattus fuegensis  ,Thalassiosira sp.,Plankton diatom,Montecinos (2015),http://repositorio.udec.cl/jspui/bitstream/11594/1828/1/Tesis_Composicion_dietaria_de_Sprattus.Marked.pdf,Stomach content
Stercorarius chilensis,Ramnogaster arcuata,Pisces,Sepúlveda (2016),https://repositorio.unab.cl/xmlui/handle/ria/9936,Stomach content
Stercorarius chilensis,Sprattus fuegensis,Pisces,Sepúlveda (2016),https://repositorio.unab.cl/xmlui/handle/ria/9936,Regurgited
Tegula atra,Macrocystis pyrifera,Brown algae,Pinochet et al. (2018),https://www.scielo.cl/scielo.php?pid=S0718-686X2018000300051&script=sci_arttext&tlng=pt,Regurgited
Tegula atra,Mazzaella laminarioides,Red algae,Pinochet et al. (2018),https://www.scielo.cl/scielo.php?pid=S0718-686X2018000300051&script=sci_arttext&tlng=pt,In situ observation under laboratory conditions
Tegula atra,Ulva sp.,Green algae,Pinochet et al. (2018),https://www.scielo.cl/scielo.php?pid=S0718-686X2018000300051&script=sci_arttext&tlng=pt,In situ observation under laboratory conditions
Trophon geversianus,Mytilus chilensis,Bivalvia,Andrade C & Ríos C (2007),http://analesdelinstitutodelapatagonia.cl/index.php/analespatagonia/article/view/387,In situ observation under laboratory conditions
Trophon geversianus,Aulacomya atra,Bivalvia,Andrade C & Ríos C (2007),http://analesdelinstitutodelapatagonia.cl/index.php/analespatagonia/article/view/388,In situ observation
Trophon geversianus,Hiatella arctica,Bivalvia,Andrade C & Ríos C (2007),http://analesdelinstitutodelapatagonia.cl/index.php/analespatagonia/article/view/389,In situ observation
Trophon geversianus,Perumytilus purpuratus,Bivalvia,Andrade C & Ríos C (2007),http://analesdelinstitutodelapatagonia.cl/index.php/analespatagonia/article/view/390,In situ observation
Cosmasterias lurida,Mytilus chilensis,Bivalvia,Andrade (pers. comm.),,In situ observation
Anasterias antarctica,Mytilus chilensis,Bivalvia,Andrade (pers. comm.),,In situ observation
Cosmasterias lurida,Austrochlamys natans,Bivalvia,Andrade (pers. comm.),,In situ observation
Plaxiphora aurata,Diatoms,Diatoms,Andrade (pers. comm.),,In situ observation
Plaxiphora aurata,Phytodetritus,Phytodetritus,Andrade (pers. comm.),,Observed in stomach content
Arbacia dufresnii,Macrocystis pyrifera,Brown algae,Newcombe et al. (2012),https://www.int-res.com/abstracts/ab/v15/n2/p135-144,
Paralomis granulosa,Macrocystis pyrifera,Brown algae,Andrade (pers. comm.),,In situ observation
Paralomis granulosa,Rhodophyta indet,Red algae,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Hydrozoans,Hydrozoa,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Bryozoans,Bryozoa,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Sponges,Porifera,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Forams,Foraminifera,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Polychaetes,Polychaeta,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Pseudechinus magellanicus,Echinodermata,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Enteroctopus megalocyathus,Cephalopoda,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Mytilus chilensis,Bivalvia,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Amphipoda,Amphipoda,Andrade (pers. comm.),,Stomach content (unpublished data)
Paralomis granulosa,Debris allocthonus,Debris allocthonus,Andrade (pers. comm.),,Stomach content (unpublished data)
Spheniscus magellanicus,Ramnogaster arcuata,Pisces,Venegas & Sielfeld (1981),"VENEGAS, C. & W. SIELFELD. 1981. Utilización de aves como indicadoras de presencia y potencialidad de recursos marinos eventualmente manejables. Resumen. P. 83, in Jornadas de Ciencias del Mar. Valdivia, Chile.",Stomach content (unpublished data)
Spheniscus magellanicus,Munida gregaria,Benthic decapoda,Venegas & Sielfeld (1981),"VENEGAS, C. & W. SIELFELD. 1981. Utilización de aves como indicadoras de presencia y potencialidad de recursos marinos eventualmente manejables. Resumen. P. 83, in Jornadas de Ciencias del Mar. Valdivia, Chile.",Stomach content
Spheniscus magellanicus,Cephalopoda indet,Cephalopoda,Boswall & MacIver (1975),"Boswall, J. and D. MacIver 1975 The Magellanic Penguin Spheniscus magellanicus. In Stonehouse, B. (ed.), The Biology of Penguins. University Park Press, Baltimore, USA 271-305.",Stomach content
