"","ID","TrophicSpecies","TotalDegree","NumPrey","NumPred","Between","Closeness","TL","Omn","deg_rank","btw_rank","clo_rank","Keystone_ind","Keystone_rank"
"76",76,"Otaria flavescens",16,15,1,37.0450937950938,0.00278551532033426,4.408,0.69,8,11,23,14,12
"77",77,"Tachyeres pteneres",2,1,1,1.04545454545455,0.00221729490022173,4.5,0,22,63,77,54,78
"78",78,"Callorhinchus callorynchus",2,1,1,0.95021645021645,0.00234741784037559,3,0,22,65,67,51.3333333333333,72
"79",79,"Cilus gilberti",4,3,1,2.75873015873016,0.00257731958762887,2.819,0.371,20,50,40,36.6666666666667,44
"80",80,"Mustelus mento",3,2,1,1,0.00224719101123596,3.5,0.25,21,64,74,53,76
"81",81,"Oncorhynchus sp.",2,1,1,0,0.0023094688221709,4.5,0,22,72,71,55,81
"82",82,"Paralabrax humeralis",1,0,1,0,0.00201207243460765,1,0,23,72,90,61.6666666666667,95
"83",83,"Pinguipes chilensis",7,6,1,5.37561327561328,0.00272479564032698,3.688,0.553,17,38,29,28,26
"84",84,"Salmo salar",4,3,1,2.67539682539683,0.00240384615384615,4.144,0.996,20,51,62,44.3333333333333,56
"85",85,"Thyrsites atun",4,3,1,0.5,0.00235849056603774,4.333,0.352,20,69,66,51.6666666666667,73
"86",86,"Trachurus murphyi",5,4,1,5.93398268398268,0.00254452926208651,3.625,0.172,19,35,45,33,35
"87",87,"Paracalanus indicus",2,1,1,0.5,0.00205338809034908,2,0,22,69,89,60,93
"88",88,"Pluteus (larva)",2,1,1,0.5,0.00225225225225225,3,0,22,69,73,54.6666666666667,80
"89",89,"Aulacomya atra",3,2,1,1.61688311688312,0.00246913580246914,2.5,0.25,21,61,54,45.3333333333333,59
"90",90,"Martialia hyadesii",2,1,1,1.66666666666667,0.00194174757281553,3,0,22,60,94,58.6666666666667,89
"91",91,"Austrolycus depressiceps",4,3,1,5.31666666666667,0.00245700245700246,3.736,0.549,20,40,56,38.6666666666667,46
"92",92,"Ramnogaster arcuata",2,0,2,0,0.00189393939393939,1,0,22,72,99,64.3333333333333,100
"93",93,"Crustacea",3,2,1,0.783549783549784,0.00242130750605327,2.5,0.25,21,67,61,49.6666666666667,68
"94",94,"Acanthina monodon",2,2,0,0,0.00210970464135021,3.5,0,22,72,86,60,93
"95",95,"Anasterias antarctica",3,3,0,0,0.0022271714922049,3.167,0.056,21,72,75,56,83
"96",96,"Antholoba achates",1,1,0,0,0.00193050193050193,4.158,0,23,72,96,63.6666666666667,99
"97",97,"Appendicularians",1,1,0,0,0.00218340611353712,3,0,23,72,80,58.3333333333333,88
"98",98,"Aptenoydes patagonicus",4,4,0,0,0.00233644859813084,4.381,0.239,20,72,69,53.6666666666667,77
"99",99,"Arctocephalus australis",2,2,0,0,0.00192678227360308,4.583,0.063,22,72,97,63.6666666666667,99
"100",100,"Austrochlamys natans",1,1,0,0,0.00222222222222222,2,0,23,72,76,57,85
"101",101,"Bathylagichthys parini (larvae)",8,8,0,0,0.0025706940874036,2.722,0.336,16,72,41,43,54
"102",102,"Bunodactis octoradiata",1,1,0,0,0.00194931773879142,3,0,23,72,93,62.6666666666667,97
"103",103,"Calidris canutus",1,1,0,0,0.00209643605870021,3,0,23,72,87,60.6666666666667,94
"104",104,"Campylonotus vagans",1,1,0,0,0.00218340611353712,3,0,23,72,80,58.3333333333333,88
"105",105,"Cephalorhynchus commersonii commersonii",11,11,0,0,0.00277777777777778,4.335,0.351,13,72,24,36.3333333333333,43
"106",106,"Champsocephalus esox",3,3,0,0,0.00218818380743982,4.505,0.054,21,72,79,57.3333333333333,86
"107",107,"Chloephaga hybrida",1,1,0,0,0.00213219616204691,2,0,23,72,83,59.3333333333333,91
"108",108,"Cosmasterias lurida",6,6,0,0,0.00242718446601942,3.45,0.12,18,72,60,50,69
"109",109,"Crepipatella dilatata",1,1,0,0,0.00213219616204691,2,0,23,72,83,59.3333333333333,91
"110",110,"Darina solenoides",1,1,0,0,0.00222222222222222,2,0,23,72,76,57,85
"111",111,"Eurypodius latreillei",5,5,0,0,0.00246305418719212,3.189,0.054,19,72,55,48.6666666666667,66
"112",112,"Fissurella oriens",1,1,0,0,0.00213219616204691,2,0,23,72,83,59.3333333333333,91
"113",113,"Fissurella radiosa",1,1,0,0,0.00213219616204691,2,0,23,72,83,59.3333333333333,91
"114",114,"Gaimardia trapesina",1,1,0,0,0.00222222222222222,2,0,23,72,76,57,85
"115",115,"Gammaridae",3,3,0,0,0.00251889168765743,2.333,0.222,21,72,48,47,61
"116",116,"Labidiaster radiosus",1,1,0,0,0.00194931773879142,3,0,23,72,93,62.6666666666667,97
"117",117,"Lagenorhynchus australis",10,10,0,0,0.00268817204301075,4.448,0.61,14,72,32,39.3333333333333,47
"118",118,"Larus dominicanus",3,3,0,0,0.0022271714922049,3.167,0.056,21,72,75,56,83
"119",119,"Lithodes santolla (juvenile)",13,13,0,0,0.00303951367781155,3.148,0.549,11,72,11,31.3333333333333,33
"120",120,"Lontra felina",5,5,0,0,0.0024330900243309,4.49,0.223,19,72,59,50,69
"121",121,"Maurolicus australis (larvae)",4,4,0,0,0.00191204588910134,2.75,0.187,20,72,98,63.3333333333333,98
"122",122,"Megaptera novaeangliae",5,5,0,0,0.0025974025974026,3.467,0.371,19,72,38,43,54
"123",123,"Nacella magellanica",17,17,0,0,0.00311526479750779,2.605,0.347,7,72,8,29,28
"124",124,"Nacella mytilina",3,3,0,0,0.0025706940874036,2,0,21,72,41,44.6666666666667,57
"125",125,"Ophiactis asperula",1,1,0,0,0.00193423597678917,2,0,23,72,95,63.3333333333333,98
"126",126,"Ophiuroglypha lymani",7,7,0,0,0.00293255131964809,2.714,0.847,17,72,18,35.6666666666667,41
"127",127,"Orcinus orca",3,3,0,0,0.00212765957446809,5.574,0.031,21,72,84,59,90
"128",128,"Paraeuthria fuscata",1,1,0,0,0.0022271714922049,2,0,23,72,75,56.6666666666667,84
"129",129,"Paralomis granulosa",13,13,0,0,0.00298507462686567,3.147,0.589,11,72,14,32.3333333333333,34
"130",130,"Patagonotothen tessellata (larvae)",7,7,0,0,0.00239234449760766,3.048,0.299,17,72,63,50.6666666666667,71
"131",131,"Platynereis australis",2,2,0,0,0.00239234449760766,2,0,22,72,63,52.3333333333333,74
"132",132,"Plaxiphora aurata",2,2,0,0,0.00206185567010309,2,0,22,72,88,60.6666666666667,94
"133",133,"Psedechinus magellanicus",3,3,0,0,0.00244498777506112,2.926,0.431,21,72,57,50,69
"134",134,"Pseudorca crassidens",4,4,0,0,0.00216919739696312,4.74,0.231,20,72,81,57.6666666666667,87
"135",135,"Siphonaria lessonii",2,2,0,0,0.00220264317180617,2,0,22,72,78,57.3333333333333,86
"136",136,"Spheniscus magellanicus",6,6,0,0,0.00255102040816327,4.082,1.036,18,72,44,44.6666666666667,57
"137",137,"Stercorarius chilensis",2,2,0,0,0.00211864406779661,2.917,0.84,22,72,85,59.6666666666667,92
"138",138,"Tegula atra",3,3,0,0,0.0022271714922049,2,0,21,72,75,56,83
"139",139,"Themisto gaudichaudii",1,1,0,0,0.0022883295194508,3.333,0,23,72,72,55.6666666666667,82
"140",140,"Trophon geversianus",3,3,0,0,0.0022271714922049,3.333,0.056,21,72,75,56,83
